city_name,latitude,longitude,capital,population,country_id
Caapiranga,-3.3167,-61.2,0,12420,25
Quatipuru,-0.9008,-47.0058,0,12411,25
Sao sebastiao da grama,-21.7108,-46.8208,0,12355,25
Ilhota,-26.9,-48.8269,0,12355,25
Itaguara,-20.3919,-44.4878,0,12372,25
Cruzeiro do sul,-29.5128,-51.985,0,12320,25
Sao jose do campestre,-6.3158,-35.7139,0,12356,25
Governador dix-sept rosado,-5.4589,-37.5208,0,12374,25
Alto do rodrigues,-5.2878,-36.7619,0,12305,25
Cardoso,-20.0819,-49.9139,0,12349,25
Palmares paulista,-21.0828,-48.8008,0,12336,25
Jequeri,-20.4558,-42.6658,0,12315,25
Matina,-13.9089,-42.8489,0,12314,25
Anama,-3.58,-61.4039,0,12320,25
Mirante da serra,-11.0297,-62.675,0,12308,25
Tamarana,-23.7228,-51.0969,0,12262,25
Lagoa dourada,-20.9139,-44.0778,0,12256,25
Antonio cardoso,-12.435,-39.12,0,12225,25
Piripa,-14.94,-41.72,0,12238,25
Jaguapita,-23.1128,-51.5319,0,12225,25
Palestina,-20.39,-49.4328,0,12231,25
Saubara,-12.7378,-38.7689,0,12238,25
Porto valter,-8.2689,-72.7439,0,12241,25
Paulista,-6.5939,-37.6239,0,12216,25
Guaraniacu,-25.1008,-52.8778,0,12217,25
Antonio goncalves,-10.5728,-40.2739,0,12187,25
Mulungu do morro,-11.9658,-41.6389,0,12200,25
Nova trento,-27.2867,-48.9303,0,12190,25
Andrelandia,-21.74,-44.3089,0,12206,25
Santa leopoldina,-20.1006,-40.5297,0,12197,25
Ielmo marinho,-5.8239,-35.5528,0,12171,25
Salgado de sao felix,-7.3569,-35.4408,0,12144,25
Pinheiro machado,-31.5778,-53.3808,0,12195,25
Ibiraci,-20.4619,-47.1219,0,12176,25
Lagoa do ouro,-9.1269,-36.4589,0,12132,25
Eldorado,-23.7869,-54.2839,0,12176,25
Malhador,-10.6578,-37.305,0,12042,25
Sao francisco do maranhao,-6.2508,-42.8569,0,12146,25
Jardim do serido,-6.5839,-36.7739,0,12113,25
Jacinto,-16.1439,-40.2928,0,12134,25
Tabapua,-20.9639,-49.0319,0,12103,25
Capela do alto alegre,-11.6678,-39.8378,0,12118,25
Mostardas,-31.1069,-50.9208,0,12124,25
Palmacia,-4.15,-38.8458,0,12005,25
Ubaporanga,-19.635,-42.1058,0,12040,25
Nonoai,-27.3619,-52.7708,0,12074,25
Rio do pires,-13.1278,-42.2919,0,12084,25
Simplicio mendes,-7.8539,-41.91,0,12077,25
Flores de goias,-14.4489,-47.05,0,12066,25
Goiatins,-7.71,-47.3139,0,12064,25
Sao miguel das matas,-13.0478,-39.4558,0,12009,25
Ipaumirim,-6.79,-38.7189,0,12009,25
Dario meira,-14.4358,-39.9078,0,12022,25
Moreira sales,-24.0619,-53.0069,0,12042,25
Sao pedro da agua branca,-5.085,-48.4289,0,12028,25
Guimaraes,-2.1328,-44.6008,0,11997,25
Betania,-8.2767,-38.0339,0,12003,25
Poranga,-4.745,-40.9258,0,12001,25
Patu,-6.11,-37.6369,0,11964,25
Santana do matos,-5.9578,-36.6558,0,11956,25
Sao sebastiao de lagoa de roca,-7.0828,-35.835,0,11728,25
Brejetuba,-20.1458,-41.29,0,11915,25
Porto,-3.8928,-42.71,0,11897,25
Nova crixas,-14.0989,-50.3269,0,11927,25
Bom principio,-29.4889,-51.3528,0,11789,25
Turvo,-28.9258,-49.6789,0,11854,25
Ibira,-21.08,-49.2408,0,11861,25
Rio paranaiba,-19.1939,-46.2469,0,11885,25
Berilo,-16.9519,-42.4658,0,11872,25
Jataizinho,-23.2539,-50.98,0,11875,25
Itanhomi,-19.1719,-41.865,0,11856,25
Iacanga,-21.89,-49.0247,0,11858,25
Santa cruz da baixa verde,-7.8208,-38.1528,0,11768,25
Carmo da cachoeira,-21.4608,-45.2239,0,11836,25
Seringueiras,-11.7981,-63.0311,0,11851,25
Macajuba,-12.1358,-40.36,0,11837,25
Lebon regis,-26.9289,-50.695,0,11838,25
Bocaina,-22.1361,-48.5181,0,11810,25
Olivenca,-9.5186,-37.1906,0,11772,25
Paraiso do norte,-23.2808,-52.6019,0,11772,25
Itaipe,-17.4019,-41.6689,0,11798,25
Carnaubeira da penha,-8.3219,-38.7439,0,11782,25
Iguaraci,-7.835,-37.515,0,11779,25
Irupi,-20.345,-41.6408,0,11723,25
Riolandia,-19.99,-49.6808,0,11766,25
Sitio do quinto,-10.35,-38.2169,0,11767,25
Imaculada,-7.39,-37.5089,0,11749,25
Campo alegre,-26.1928,-49.2658,0,11748,25
Arataca,-15.2628,-39.4139,0,11737,25
Brejinho,-6.1908,-35.3569,0,11577,25
Sao joao do manhuacu,-20.3939,-42.1508,0,11674,25
Colares,-0.9369,-48.2819,0,11721,25
Pimenteiras,-6.245,-41.4189,0,11733,25
Bonito de santa fe,-7.3128,-38.515,0,11684,25
Missoes,-14.8839,-44.0908,0,11715,25
Querencia do norte,-23.0839,-53.4839,0,11729,25
Conceicao do castelo,-20.3678,-41.2439,0,11681,25
Pacoti,-4.225,-38.9228,0,11607,25
Nossa senhora dos milagres,-12.87,-39.8589,0,11659,25
Ubai,-16.285,-44.7778,0,11681,25
Gouvea,-18.4539,-43.7408,0,11681,25
Guaicara,-21.6219,-49.7986,0,11633,25
Capela de santana,-29.7,-51.325,0,11612,25
Fortaleza dos nogueiras,-6.9639,-46.1769,0,11646,25
Jaqueira,-8.7269,-35.7928,0,11501,25
Quebrangulo,-9.3189,-36.4708,0,11592,25
Santo antonio do jacinto,-16.5339,-40.1758,0,11604,25
Firminopolis,-16.5819,-50.305,0,11580,25
Ouro branco,-9.1667,-37.3567,0,11535,25
Angicos,-5.6658,-36.6008,0,11549,25
Estiva gerbi,-22.2708,-46.945,0,11407,25
Ferreiros,-7.4478,-35.2439,0,11430,25
Maurilandia,-17.9708,-50.3389,0,11521,25
Pedro afonso,-8.9678,-48.175,0,11539,25
Alto garcas,-16.9439,-53.5278,0,11532,25
Sebastiao laranjeiras,-14.5728,-42.94,0,11528,25
Chorrocho,-8.98,-39.0939,0,11522,25
Areal,-22.2308,-43.1058,0,11423,25
Pirangi,-21.0914,-48.6578,0,11471,25
Ilicinia,-20.9358,-45.8328,0,11488,25
Campo do meio,-21.1069,-45.83,0,11476,25
Belem de maria,-8.6139,-35.8089,0,11353,25
Lencois,-12.5628,-41.39,0,11499,25
Divinolandia,-21.6614,-46.7392,0,11492,25
Buriti do tocantins,-5.3158,-48.2289,0,11497,25
Muquem de sao francisco,-12.065,-43.5489,0,11495,25
Tibau do sul,-6.1869,-35.0919,0,11385,25
Bom retiro do sul,-29.6089,-51.9428,0,11472,25
Xambioa,-6.4108,-48.5358,0,11484,25
Senador jose porfirio,-2.5908,-51.9539,0,11480,25
Antonio carlos,-21.3178,-43.7469,0,11459,25
Sales oliveira,-20.7719,-47.8378,0,11438,25
Axixa,-2.8369,-44.0528,0,11407,25
Fagundes,-7.355,-35.775,0,11378,25
Pedro de toledo,-24.275,-47.2328,0,11421,25
Aratuba,-4.4178,-39.045,0,11358,25
Barbosa ferraz,-24.03,-52.0119,0,11426,25
Gentio do ouro,-11.4289,-42.5058,0,11423,25
Teixeiras,-20.6508,-42.8569,0,11355,25
Gararu,-9.9678,-37.0828,0,11405,25
Abaiara,-7.3589,-39.0458,0,11357,25
Sao amaro das brotas,-10.7889,-37.0539,0,11410,25
Alcantaras,-3.5889,-40.5458,0,11321,25
Loreto,-7.0839,-45.1408,0,11390,25
Rio novo do sul,-20.8628,-40.9358,0,11325,25
Canapolis,-18.725,-49.2039,0,11365,25
Anguera,-12.1508,-39.2458,0,11299,25
Passa e fica,-6.4358,-35.6428,0,11100,25
Ibicuitinga,-4.9739,-38.6389,0,11335,25
Ipaporanga,-4.9,-40.7589,0,11343,25
Santa juliana,-19.3089,-47.5242,0,11337,25
Aramari,-12.0819,-38.4989,0,11314,25
Floresta azul,-14.86,-39.66,0,11313,25
Montanhas,-6.4858,-35.2878,0,11208,25
Iuiu,-14.4139,-43.5539,0,11331,25
Paramoti,-4.0969,-39.2389,0,11308,25
Balsa nova,-25.5839,-49.6358,0,11300,25
Bom jesus,-28.6678,-50.4169,0,11309,25
Nhandeara,-20.6939,-50.0378,0,11303,25
Imbau,-24.445,-50.7608,0,11274,25
Cristais,-20.8758,-45.5189,0,11286,25
Getulina,-21.7986,-49.9286,0,11287,25
Pocao,-8.1858,-36.705,0,11242,25
Areiopolis,-22.6681,-48.665,0,11158,25
Uropa,-11.1406,-62.3608,0,11272,25
Urai,-23.1978,-50.7958,0,11273,25
Pien,-26.0978,-49.4289,0,11236,25
Maraial,-8.8028,-35.8289,0,11220,25
Sao domingos,-13.3978,-46.3178,0,11272,25
Edeia,-17.3389,-49.9308,0,11266,25
Nova laranjeiras,-25.3069,-52.5408,0,11241,25
Inhangapi,-1.43,-47.9169,0,11224,25
Bataipora,-22.295,-53.2708,0,11228,25
Ibiracu,-19.8319,-40.37,0,11178,25
Dois riachos,-9.3928,-37.1008,0,11214,25
Jardim alegre,-24.1789,-51.6919,0,11196,25
Sao felix do araguaia,-11.6169,-50.6689,0,11209,25
Santa ines,-13.2938,-39.8655,0,11177,25
Bernardino de campos,-23.0167,-49.4833,0,11157,25
Barros cassal,-29.0928,-52.5828,0,11133,25
Marilandia,-19.4128,-40.5419,0,11107,25
Sao jeronimo da serra,-23.7278,-50.7408,0,11128,25
Fronteiras,-7.0878,-40.6158,0,11117,25
Itainopolis,-7.4469,-41.4778,0,11109,25
Campinorte,-14.3139,-49.1519,0,11111,25
Moita bonita,-10.5778,-37.3428,0,11001,25
Calcado,-8.7419,-36.3339,0,11018,25
Parapua,-21.7681,-50.7717,0,11098,25
Manaira,-7.7058,-38.1539,0,11066,25
Sao jose do jacuipe,-11.4119,-39.8669,0,11061,25
Sao ludgero,-28.3258,-49.1767,0,10993,25
Jandaira,-11.5639,-37.7839,0,11063,25
Altamira do maranhao,-4.165,-45.47,0,11063,25
Avelino lopes,-10.1369,-43.9489,0,11067,25
Nova ubirata,-12.9908,-55.255,0,11074,25
Brotas de macaubas,-11.9989,-42.6258,0,11070,25
Cachoeira de minas,-22.355,-45.7789,0,11034,25
Cidade gaucha,-23.38,-52.945,0,11062,25
Santana do mundau,-9.1678,-36.2219,0,11009,25
Acari,-6.4358,-36.6389,0,11035,25
Ponte serrada,-26.8719,-52.0158,0,11031,25
Paranatama,-8.9208,-36.6581,0,11001,25
Santa teresinha (2),-7.3778,-37.48,0,10991,25
Igarape grande,-4.585,-44.8528,0,11041,25
Ceu azul,-25.1469,-53.8489,0,11032,25
Botupora,-13.3819,-42.5228,0,11021,25
Vera cruz,-22.22,-49.8189,0,10997,25
Mulungu,-4.3058,-38.9958,0,10941,25
Bananal,-22.6839,-44.3228,0,10993,25
Rodeio,-26.9228,-49.3658,0,10922,25
Bocaiuva do sul,-25.2058,-49.115,0,10987,25
Wanderlandia,-6.8489,-47.9628,0,10981,25
General salgado,-20.6478,-50.3608,0,10961,25
Palmares do sul,-30.2578,-50.51,0,10969,25
Capitao de campos,-4.4569,-41.9439,0,10953,25
Duas barras,-22.0508,-42.5219,0,10930,25
Carmo da mata,-20.5578,-44.8708,0,10927,25
Inacio martins,-25.5708,-51.0789,0,10943,25
Jeronimo monteiro,-20.7889,-41.395,0,10879,25
Cerro cora,-6.0458,-36.3458,0,10916,25
Lagoa do mato,-6.0469,-43.5258,0,10934,25
Serido,-6.9339,-36.4019,0,10900,25
Resende costa,-20.9219,-44.2378,0,10913,25
Cacimbinhas,-9.4,-36.99,0,10889,25
Alto paraguai,-14.5139,-56.4828,0,10921,25
Pau brasil,-15.4639,-39.6508,0,10905,25
Bueno brandao,-22.4408,-46.3508,0,10892,25
Itarana,-19.8739,-40.875,0,10881,25
Sao bento do sapucai,-22.6889,-45.7308,0,10864,25
Setubinha,-17.6,-42.1589,0,10885,25
Governador lindenberg,-19.2519,-40.4608,0,10869,25
Bofete,-23.1022,-48.2578,0,10879,25
Itapebi,-15.9508,-39.5339,0,10882,25
Estiva,-22.4628,-46.0169,0,10845,25
Alto rio doce,-21.0258,-43.4108,0,10859,25
Parauna,-16.9478,-50.4489,0,10863,25
Tacima,-6.4878,-35.6369,0,10822,25
Afonso bezerra,-5.4978,-36.5058,0,10844,25
Cedro,-7.7219,-39.2389,0,10778,25
Laranja da terra,-19.8989,-41.0569,0,10826,25
Amatura,-3.3639,-68.1978,0,10847,25
Sao tome,-5.9728,-36.075,0,10827,25
Primeiro de maio,-22.8508,-51.0278,0,10832,25
Pirauba,-21.2758,-43.0258,0,10759,25
Nova floresta,-6.455,-36.2028,0,10650,25
Rincao,-21.5869,-48.0708,0,10796,25
Itapitanga,-14.4228,-39.565,0,10800,25
Ararenda,-4.7528,-40.8328,0,10775,25
Juripiranga,-7.3728,-35.2378,0,10669,25
Guaraci,-20.4986,-48.9447,0,10778,25
Itatuba,-7.375,-35.6278,0,10739,25
Jaguari,-29.4969,-54.69,0,10765,25
Joaquim tavora,-23.4989,-49.905,0,10736,25
Centenario do sul,-22.8208,-51.595,0,10764,25
Alto parnaiba,-9.1108,-45.93,0,10766,25
Curimata,-10.0358,-44.3058,0,10761,25
Coite do noia,-9.6319,-36.5789,0,10643,25
Pintadas,-11.8128,-39.9089,0,10742,25
Goianapolis,-16.5108,-49.0239,0,10695,25
Seberi,-27.4778,-53.4028,0,10713,25
Sao luis do paraitinga,-23.2219,-45.31,0,10731,25
Itabirinha de mantena,-18.5658,-41.2328,0,10692,25
Presidente vargas,-3.4069,-44.0239,0,10717,25
Branquinha,-9.2458,-36.015,0,10675,25
Urubici,-28.015,-49.5919,0,10699,25
Brejolandia,-12.4828,-43.9658,0,10698,25
Gravatal,-28.3308,-49.035,0,10635,25
Nova olinda,-7.6319,-48.4228,0,10686,25
Jucati,-8.7058,-36.4889,0,10604,25
Pirpirituba,-6.78,-35.4989,0,10555,25
Duque bacelar,-4.1558,-42.9439,0,10649,25
Itaueira,-7.6028,-43.0258,0,10678,25
Canelinha,-27.265,-48.7678,0,10603,25
Ribeirao claro,-23.1939,-49.7578,0,10645,25
Cunha pora,-26.8939,-53.1678,0,10613,25
Faxinal dos guedes,-26.8528,-52.26,0,10649,25
Cajobi,-20.88,-48.8089,0,10596,25
Mara rosa,-14.0169,-49.1778,0,10649,25
Gudofredo viana,-1.4028,-45.78,0,10635,25
Cajapio,-2.9667,-44.8,0,10593,25
Santa teresinha,-12.7719,-39.5228,0,10586,25
Lavinia,-21.1683,-51.0397,0,10590,25
Sao tiago,-20.9128,-44.5089,0,10561,25
Bom jesus da serra,-14.3719,-40.5039,0,10554,25
Montividiu,-17.4439,-51.175,0,10572,25
Eugenopolis,-21.0989,-42.1869,0,10540,25
Santa maria de itabira,-19.4489,-43.1128,0,10552,25
Umarizal,-5.9908,-37.8139,0,10520,25
Rialma,-15.315,-49.5839,0,10523,25
Serra do salitre,-19.1108,-46.69,0,10549,25
Pariconia,-9.2539,-38.0058,0,10539,25
Arceburgo,-21.3639,-46.94,0,10478,25
Arraias,-12.9308,-46.9378,0,10534,25
Dona ines,-6.6178,-35.6319,0,10456,25
Ibiassuce,-14.2589,-42.2569,0,10502,25
Sangao,-28.6378,-49.1289,0,10400,25
Maxaranguape,-5.5158,-35.2619,0,10441,25
Matias olimpio,-3.7158,-42.5558,0,10473,25
Congonhal,-22.1528,-46.0389,0,10468,25
Virginopolis,-18.8228,-42.7039,0,10484,25
Natuba,-7.6408,-35.55,0,10450,25
Nova europa,-21.7783,-48.5608,0,10439,25
Bom repouso,-22.4708,-46.145,0,10457,25
Florestopolis,-22.8628,-51.3869,0,10453,25
Iramaia,-13.2858,-40.9508,0,10487,25
Luis alves,-26.7208,-48.9328,0,10438,25
Bujari,-9.8308,-67.9519,0,10420,25
Irineopolis,-26.2389,-50.8,0,10448,25
Arvorezinha,-28.8719,-52.175,0,10423,25
Sucupira do norte,-6.4769,-44.1919,0,10444,25
Porto firme,-20.6728,-43.0839,0,10417,25
Conceicao dos ouros,-22.4128,-45.7978,0,10388,25
Santa fe,-23.0378,-51.805,0,10432,25
Sao goncalo do para,-19.9828,-44.8589,0,10398,25
Baraclandia,-7.205,-47.7569,0,10424,25
Roseira,-22.8978,-45.305,0,10344,25
Pirapetinga,-21.6558,-42.3458,0,10364,25
Planura,-20.1378,-48.7019,0,10384,25
Sao jose do calcado,-21.025,-41.6539,0,10408,25
Pirai do norte,-13.7619,-39.3789,0,10360,25
Gilbues,-9.8319,-45.3439,0,10402,25
Jacinto machado,-28.9969,-49.7639,0,10376,25
Jaguaribara,-5.6578,-38.62,0,10399,25
Merces,-21.1939,-43.3408,0,10368,25
Lajes,-5.7,-36.245,0,10381,25
Peixe,-12.025,-48.5389,0,10384,25
Fervedouro,-20.7258,-42.2789,0,10349,25
Sao domingos,-10.7908,-37.5678,0,10271,25
Corumba de goias,-15.9239,-48.8089,0,10361,25
Benedito novo,-26.7828,-49.3639,0,10336,25
Sao carlos,-27.0778,-53.0039,0,10291,25
Monsenhor gil,-5.5639,-42.6078,0,10333,25
Conceicao da aparecida,-21.0939,-46.2039,0,10322,25
Monte alegre do piaui,-9.7539,-45.3039,0,10345,25
Iapu,-19.4369,-42.2178,0,10315,25
Recreio,-21.525,-42.4689,0,10299,25
Jordania,-15.9,-40.1778,0,10324,25
Normandia,3.8808,-59.6228,0,10339,25
Parana,-12.615,-47.8828,0,10338,25
Cedral,-2,-44.5358,0,10297,25
Engenheiro caldas,-19.2189,-42.0458,0,10280,25
Santa maria madalena,-21.955,-42.0078,0,10321,25
Roca sales,-29.2839,-51.8678,0,10284,25
Presidente kennedy,-21.0989,-41.0469,0,10314,25
Aperibe,-21.6208,-42.1028,0,10213,25
Pedras de maria da cruz,-15.6069,-44.3908,0,10315,25
Sao geraldo,-20.9228,-42.8339,0,10263,25
Campo redondo,-6.2428,-36.1828,0,10266,25
Urucania,-20.3508,-42.7389,0,10291,25
Terra alta,-1.0378,-47.9078,0,10262,25
Santa terezinha de goias,-14.4378,-49.7058,0,10302,25
Trajano de morais,-22.0628,-42.0658,0,10289,25
Potengi,-7.0908,-40.0269,0,10276,25
Rio dos cedros,-26.7378,-49.2739,0,10284,25
Petrolina de goias,-16.095,-49.3378,0,10283,25
Cerro grande,-30.59,-51.7389,0,10268,25
Buenopolis,-17.8742,-44.1767,0,10292,25
Centralina,-18.5839,-49.1989,0,10266,25
Lontras,-27.1658,-49.5419,0,10244,25
Teixeira soares,-25.3678,-50.4608,0,10283,25
Groairas,-3.9128,-40.3828,0,10228,25
Angelim,-8.8833,-36.2833,0,10202,25
Alvorada do sul,-22.78,-51.2308,0,10283,25
Miradouro,-20.8908,-42.3428,0,10251,25
Caetanopolis,-19.295,-44.4189,0,10218,25
Mondai,-27.1028,-53.4019,0,10231,25
Sao romao,-16.3689,-45.0689,0,10276,25
Paranacity,-22.93,-52.1508,0,10250,25
Parnagua,-10.2269,-44.6389,0,10276,25
Guadalupe,-6.7869,-43.5689,0,10268,25
Primavera,-0.9428,-47.1158,0,10268,25
Piranhas,-16.4269,-51.8219,0,10272,25
Sao francisco,-5.1228,-47.3858,0,10261,25
Sao joao d'alianca,-14.7058,-47.525,0,10257,25
Fontoura xavier,-28.9828,-52.3458,0,10241,25
Pires ferreira,-4.2469,-40.645,0,10216,25
Tres cachoeiras,-29.4558,-49.9239,0,10217,25
Francisco badaro,-16.9928,-42.3519,0,10248,25
Itape,-14.8978,-39.4208,0,10228,25
Martinopole,-3.2258,-40.6969,0,10214,25
Mucuge,-13.005,-41.3708,0,10244,25
Ronda alta,-27.7669,-52.8019,0,10221,25
Senhora dos remedios,-21.0278,-43.5828,0,10196,25
Caracol,-9.2789,-43.33,0,10212,25
Porto xavier,-27.9058,-55.1378,0,10194,25
Redentora,-27.6639,-53.6378,0,10222,25
Mariluz,-24.0019,-53.1458,0,10224,25
Cumaru,-8.0058,-35.6969,0,10192,25
Lagoa da confusao,-10.7939,-49.6239,0,10210,25
Governador archer,-5.0219,-44.2708,0,10205,25
Sao joao,-25.8278,-52.725,0,10181,25
Itamogi,-21.0778,-47.0478,0,10157,25
Sao pedro do ivai,-23.865,-51.8558,0,10167,25
Catanduvas,-25.2028,-53.1569,0,10167,25
Caatiba,-14.9769,-40.4078,0,10166,25
Novo horizonte,-11.71,-62,0,10161,25
Cachoeira dos indios,-6.9269,-38.6739,0,10114,25
Canapolis,-13.07,-44.2019,0,10142,25
Calcoene,2.4978,-50.9489,0,10163,25
Caem,-11.1,-40.4333,0,10143,25
Jucurucu,-16.8428,-40.1589,0,10148,25
Rinopolis,-21.7258,-50.7219,0,10133,25
Rio do fogo,-5.2728,-35.3828,0,10059,25
Ipupiara,-11.82,-42.6139,0,10113,25
Agua branca,-7.5119,-37.6408,0,10083,25
Iretama,-24.4239,-52.1058,0,10098,25
Dumont,-21.2364,-47.9733,0,10023,25
Maiquinique,-15.6208,-40.2658,0,10082,25
Santa teresa,-25.0519,-53.6328,0,10096,25
Bela vista de minas,-19.83,-43.0908,0,10004,25
Sinimbu,-29.5389,-52.5219,0,10068,25
Pescaria brava,-28.3833,-48.8833,0,9980,25
Planalto,-27.3289,-53.0589,0,10019,25
Guaraciaba,-26.5989,-53.5178,0,10026,25
Caraibas,-14.6,-41.335,0,10016,25
Uchoa,-20.9528,-49.175,0,9968,25
Araua,-11.2619,-37.62,0,9947,25
Matias cardoso,-14.855,-43.9219,0,9979,25
Coronel freitas,-26.9089,-52.7028,0,9940,25
Sao sebastiao do maranhao,-18.0839,-42.5708,0,9963,25
Cristino castro,-8.8178,-44.2239,0,9981,25
Ventania,-24.2458,-50.2428,0,9957,25
Imarui,-28.3408,-48.82,0,9948,25
Catunda,-4.6478,-40.2008,0,9952,25
Itatiaiucu,-20.1969,-44.4208,0,9928,25
Coroaci,-18.6219,-42.2858,0,9943,25
Manduri,-23.0033,-49.3219,0,9910,25
Terra de areia,-29.585,-50.0708,0,9878,25
Umburetama,-7.6958,-35.6639,0,9889,25
Rubim,-16.375,-40.5378,0,9919,25
Beneditinos,-5.455,-42.36,0,9911,25
Vargem,-22.8889,-46.4139,0,9854,25
Juru,-7.5369,-37.8189,0,9892,25
Mirante,-14.2419,-40.7728,0,9902,25
Tenente ananias,-6.465,-38.18,0,9883,25
Torrinha,-22.4258,-48.1689,0,9846,25
Quilombo,-26.7258,-52.7208,0,9829,25
Sarapui,-23.6408,-47.825,0,9836,25
Mulungu,-7.0239,-35.4619,0,9840,25
Guia lopes da laguna,-21.4578,-56.1139,0,9824,25
Ninheira,-15.3208,-41.7539,0,9815,25
Saire,-8.3278,-35.7058,0,9764,25
Sao goncalo do rio abaixo,-19.8258,-43.3619,0,9777,25
Constantina,-27.735,-52.9919,0,9752,25
Barracao,-26.2539,-53.6328,0,9735,25
Alto piquiri,-24.0278,-53.4408,0,9778,25
Carnaubais,-5.3408,-36.8328,0,9762,25
Caturama,-13.3289,-42.2908,0,9762,25
Wagner,-12.2869,-41.1678,0,9731,25
Cardeal da silva,-11.9419,-37.9489,0,9747,25
Ferros,-19.2319,-43.0228,0,9696,25
Luis gomes,-6.4139,-38.3889,0,9610,25
Prudente de morais,-19.4819,-44.155,0,9573,25
Roncador,-24.6028,-52.275,0,9645,25
Apiuna,-27.0358,-49.39,0,9600,25
Palmeira d'oeste,-20.4158,-50.7619,0,9596,25
Manuel urbano,-8.8389,-69.26,0,9581,25
Ouroeste,-20.0008,-50.3719,0,9564,25
Catanduvas,-27.0708,-51.6619,0,9555,25
Ipuiuna,-22.0989,-46.19,0,9521,25
Iaras,-22.8667,-49.1667,0,9517,25
Aguia branca,-18.9828,-40.74,0,9519,25
Varre-sai,-20.9308,-41.8689,0,9475,25
Bom jesus,-5.9839,-35.5808,0,9440,25
Triunfo,-6.5789,-38.5969,0,9464,25
Ananas,-6.3658,-48.0728,0,9492,25
Lamarao,-11.7828,-38.9,0,9442,25
Planaltino,-13.2589,-40.3689,0,9473,25
Esperantina,-5.3428,-48.5108,0,9476,25
Terra roxa,-20.7889,-48.33,0,9437,25
Santanopolis,-12.0169,-38.8669,0,9442,25
Arenapolis,-14.45,-56.8458,0,9455,25
Riachuelo,-10.7278,-37.1869,0,9355,25
Grossos,-4.98,-37.155,0,9393,25
Varzea do poco,-11.5289,-40.32,0,9416,25
Sao domingos,-26.5578,-52.5319,0,9434,25
Olho d'agua do casado,-9.5,-37.8167,0,9441,25
Alfredo wagner,-27.7,-49.3339,0,9410,25
Santa maria,-24.9389,-51.8628,0,9410,25
Montes altos,-5.8308,-47.0669,0,9413,25
Varzedo,-12.9708,-39.3939,0,9363,25
Cavalcante,-13.7978,-47.4578,0,9392,25
Igarata,-23.2044,-46.1561,0,9349,25
Acucena,-19.0728,-42.5458,0,9368,25
Riacho dos machados,-16.0058,-43.0489,0,9360,25
Ariranha,-21.1878,-48.7869,0,9277,25
Ipiranga do piaui,-6.8278,-41.7408,0,9327,25
Porangaba,-23.1758,-48.125,0,9299,25
Dores de campos,-21.1089,-44.0228,0,9299,25
Igaratinga,-19.955,-44.7089,0,9264,25
Paula candido,-20.8739,-42.98,0,9271,25
Terra nova,-8.23,-39.3758,0,9278,25
Antonio dias,-19.6528,-42.8719,0,9275,25
Axixa do tocantins,-5.6169,-47.7689,0,9275,25
Herculandia,-22.0036,-50.3853,0,9278,25
Juruaia,-21.2528,-46.5769,0,9238,25
Salto grande,-22.8928,-49.9858,0,9223,25
Abaira,-13.25,-41.6639,0,9226,25
Rosario do catete,-10.6958,-37.0308,0,9221,25
Carneiros,-9.4828,-37.3769,0,9159,25
Amapa,2.0528,-50.7928,0,9187,25
Aratuipe,-13.0789,-39.0019,0,9127,25
Verdejante,-7.9256,-38.9717,0,9142,25
Coqueiral,-21.1889,-45.4408,0,9128,25
Carbonita,-17.5269,-43.0158,0,9148,25
Palmeiras,-12.5289,-41.5589,0,9130,25
Urania,-20.2458,-50.6428,0,9135,25
Rio acima,-20.0878,-43.7889,0,9090,25
Coronel murta,-16.6189,-42.1819,0,9117,25
Anisio de abreu,-9.1889,-43.0458,0,9098,25
Paranaiguana,-18.9158,-50.6539,0,9100,25
Pantano grande,-30.1908,-52.3739,0,9083,25
Pedrinhas,-11.1919,-37.6739,0,8833,25
Casca,-28.5608,-51.9778,0,9051,25
Silves,-2.8389,-58.2092,0,9081,25
Vista alegre do alto,-21.1708,-48.6289,0,8989,25
Caputira,-20.1719,-42.2708,0,9030,25
Rafard,-23.0117,-47.5269,0,9004,25
Buriti alegre,-18.1439,-49.0439,0,9054,25
Saudade,-26.9239,-53.0028,0,9016,25
Januario cicco,-6.1578,-35.6008,0,9011,25
Sao jorge d'oeste,-25.7058,-52.9178,0,9028,25
Neves paulista,-20.8458,-49.63,0,9008,25
Maravilha,-9.2358,-37.35,0,9004,25
Candeal,-11.8078,-39.1189,0,9011,25
Sitio novo de goias,-5.6008,-47.6378,0,8997,25
Natividade,-11.71,-47.7228,0,9000,25
Rondon,-23.4108,-52.7608,0,8996,25
Divisopolis,-15.7258,-41,0,8974,25
Potiragua,-15.595,-39.8769,0,8969,25
Florania,-6.1269,-36.8178,0,8959,25
Capim branco,-19.5489,-44.1169,0,8881,25
Andre fernandes,-15.9658,-41.4978,0,8959,25
Morpara,-11.5589,-43.2808,0,8967,25
Itapiranga,-2.7489,-58.0219,0,8953,25
Carmo do rio verde,-15.3539,-49.7078,0,8928,25
Santa rita de caldas,-22.0289,-46.3369,0,8924,25
Dourado,-22.1,-48.3178,0,8897,25
Frei inocencio,-18.545,-41.9219,0,8920,25
Paulo de faria,-20.0308,-49.3828,0,8924,25
Araujos,-19.9478,-45.1658,0,8885,25
Sao sebastiao do alto,-21.9569,-42.135,0,8895,25
Malhada de pedras,-14.3878,-41.8789,0,8896,25
